Sales Order Number,Sales Order Date,Customer ID,product_id,system_sku,main_category,sub_category,brand_name,product_name,Visitors,Quantity,Transactions,Sales,Profit,Shipment Order Date,Ship Mode,City,Country,Location
4566,3/24/2019,8094,24341,544-18343352401,Beauty,Skincare,Orico London,Orico London Skin Brunch Kukui Rejuvenating Mask 125ml/4.23oz,1,1,151.19,151.192,13.2293,#############,First Class,Los Angeles,United States,California
4567,3/15/2019,7981,29533,544-16148521301,Beauty,Skincare,Academie,Academie Hypo-Sensible Moisturizing Protection Cream (Tube) 50ml/1.7oz,1,4,64.86,64.864,6.4864,#############,Standard Class,Independence,United States,Missouri
4568,12/12/2018,8105,24404,544-16575604401,Beauty,Skincare,Aesop,Aesop Immediate Moisture Facial Hydrosol 60ml/2oz,1,2,81.96,81.96,22.9488,#############,Second Class,Dallas,United States,Texas
4569,5/30/2018,7373,29619,544-16424182501,Beauty,Skincare,Darphin,Darphin Ideal Resource Smoothing Retexturizing Radiance Cream (Normal to Dry Skin; Salon Size) 200ml/6.7oz,1,6,70.56,70.56,23.9904,#############,Same Day,Seattle,United States,Washington
4570,4/30/2018,8107,31448,544-18781224606,Beauty,Fragrance,Scannon,Scannon Ghost Moonlight Eau De Toilette Spray 30ml/1oz,1,5,720.76,720.76,54.057,#############,Same Day,Seattle,United States,Washington
4571,2/24/2019,6335,31595,544-11170040506,Beauty,Fragrance,Moschino,Moschino Toujours Glamour Eau De Toilette Spray 50ml/1.7oz,1,8,198.27,198.272,-32.2192,#############,Same Day,Seattle,United States,Washington
4572,4/16/2019,8110,24484,544-16675480001,Beauty,Skincare,Borghese,Borghese DNActive Future Youth 30ml/1oz,1,2,45.98,45.98,12.8744,#############,Same Day,Seattle,United States,Washington
4573,1/25/2018,8116,31419,544-19614767606,Beauty,Fragrance,S. T. Dupont,S. T. Dupont So Dupont Paris by Night Eau De Parfum Spray (Limited Edition) 50ml/1.7oz,1,2,15.78,15.78,0.6312,11/3/2018 0:11,Standard Class,Mesquite,United States,Texas
4574,1/10/2019,8117,24819,544-14942986801,Beauty,Skincare,Guinot,Guinot Newhite Brightening Night Cream For The Face 50ml/1.6oz,1,1,16.36,16.36,1.636,11/3/2018 0:13,Standard Class,Long Beach,United States,New York
4575,10/28/2018,7957,31582,544-21574876006,Beauty,Fragrance,Mont Blanc,Mont Blanc Lady Emblem L'Eau Eau De Toilette Spray 50ml/1.7oz,1,5,27.24,27.24,9.534,11/3/2018 0:25,Standard Class,Long Beach,United States,New York
4576,10/12/2018,8036,31661,544-17505835706,Beauty,Fragrance,Paco Rabanne,Paco Rabanne Lady Million Eau My Gold! Eau De Toilette Spray 50ml/1.7oz,1,2,8,8,3.84,11/3/2018 0:26,Standard Class,North Miami,United States,Florida
4577,2/4/2018,8122,31877,544-18505724706,Beauty,Fragrance,Laura Mercier,Laura Mercier Verbena Infusion Eau De Toilette Spray 50ml/1.7oz,1,6,279.46,279.456,20.9592,11/3/2018 0:31,Standard Class,Bakersfield,United States,California
4578,9/2/2018,7714,27107,544-16111080602,Beauty,Makeup,Estee Lauder,Estee Lauder PPerfecting Loose Powder - # Medium 10g/0.35oz,1,8,87.28,87.28,41.0216,11/3/2018 2:13,Standard Class,Bakersfield,United States,California
4579,2/10/2018,8175,32710,544-17767842505,Beauty,Men,Escentric Molecules,Escentric Molecules Escentric 03 Parfum Spray 100ml/3.5oz,1,2,329.58,329.584,37.0782,11/3/2018 9:52,Standard Class,Jackson,United States,Mississippi
4580,11/1/2018,8180,24473,544-18799276701,Beauty,Skincare,Biotherm,Biotherm Liquid Glow Skin Best Instant Complexion Reviving Oil with Antioxydant Algae Extract 30ml/1.01oz,1,4,41.92,41.92,15.196,#############,Standard Class,Jackson,United States,Mississippi
4581,7/21/2018,5515,55496,544-15374480105,Beauty,Men,Christian Dior,Christian Dior Dior Homme Cologne Spray (New Version) 75ml/2.5oz,1,9,143.86,143.856,48.5514,#############,Standard Class,Jackson,United States,Mississippi
4582,3/14/2019,7502,57477,544-17713942001,Beauty,Skincare,Mario Badescu,Mario Badescu Cucumber Make-Up Remover Cream - For Dry/ Sensitive Skin Types 118ml/4oz,1,5,39.9,39.9,19.95,#############,Standard Class,Fremont,United States,Nebraska
4583,2/24/2018,7740,57476,544-17713542001,Beauty,Skincare,Mario Badescu,Mario Badescu Acne Facial Cleanser - For Combination/ Oily Skin Types 177ml/6oz,1,3,32.34,32.34,15.5232,#############,Standard Class,Jackson,United States,Michigan
4584,4/15/2019,8134,60993,544-22274799244,Beauty,Personal Care,Matrix,Matrix Biolage 3 Butter Control System Day Cream (For Unruly Hair) 250ml/8.5oz,1,2,8.54,8.544,2.8836,#############,Standard Class,Jackson,United States,Michigan
4585,1/29/2019,8194,60950,544-22155083701,Beauty,Skincare,Clé de Peau,Lancaster 365 Skin Repair Gentle Peel Detoxifying Foam 100ml/3.4oz,1,3,10.9,10.896,3.9498,#############,Standard Class,Jackson,United States,Michigan
4586,10/12/2018,8196,60079,544-21744000744,Beauty,Personal Care,Schwarzkopf,Schwarzkopf BC Oil Miracle Oil-In-Gelee 50ml/1.6oz,1,4,725.84,725.84,210.4936,#############,Standard Class,Jackson,United States,Michigan
4587,5/24/2018,2464,61477,544-22458199614,Beauty,Fragrance,Yardley London,Yardley London Daisy Coffret: Eau De Toilette Spray 50ml/1.7oz + Moisturising Body Lotion 200ml/6.8oz 2pcs,1,1,31.95,31.95,2.2365,#############,Standard Class,San Francisco,United States,California
4588,2/13/2018,8209,53679,544-22571834301,Beauty,Skincare,Babor,Babor Doctor Babor Lifting Cellular Dual Eye Solution 2x15ml/1oz,1,5,267.96,267.96,16.7475,#############,Standard Class,Lancaster,United States,Ohio
4589,9/1/2018,8114,54805,544-2705988706,Beauty,Fragrance,Cartier,Cartier Eau De Cartier Eau De Toilette Spray 100ml/3.3oz,1,1,1.63,1.632,0.5508,#############,First Class,Lafayette,United States,Louisiana
4590,5/2/2019,8193,57391,544-21518008103,Beauty,Personal Care,La Roche Posay,La Roche Posay Iso-Urea MD Baume Psoriasis 100ml/3.3oz,1,6,12.24,12.24,5.7528,#############,Standard Class,Richmond,United States,Kentucky
4591,9/12/2018,8193,56358,544-22325180503,Beauty,Personal Care,Elizabeth Arden,Elizabeth Arden Green Tea Bamboo Honey Drops Body Cream 250ml/8.4oz,1,2,13.98,13.98,6.0114,#############,Standard Class,Richmond,United States,Kentucky
4592,12/26/2017,8193,55990,544-22144570001,Beauty,Skincare,DermaQuest,DermaQuest DermaClear Pads 50pads/85g,1,5,899.95,899.95,53.997,#############,Second Class,Houston,United States,Texas
4593,6/1/2018,1419,58345,544-14770290944,Beauty,Personal Care,Nioxin,"Nioxin System 6 Cleanser For Medium to Coarse Hair, Chemically Treated, Noticeably Thinning Hair 1000ml/33.8oz",1,5,244.55,244.55,4.891,#############,Second Class,New York City,United States,New York
4594,7/5/2018,8202,58510,544-22179823903,Beauty,Personal Care,Mustela,Mustela Hydra-Bebe Body Lotion - Normal Skin 750ml/25.35oz,1,7,307.78,307.776,111.5688,#############,Standard Class,Toledo,United States,Ohio
4595,2/18/2019,8072,58869,544-2233265805,Beauty,Men,Salvatore Ferragamo,Salvatore Ferragamo Eau De Toilette Spray 50ml/1.7oz,1,4,26.98,26.976,8.7672,#############,Standard Class,Toledo,United States,Ohio
4596,1/27/2019,8233,59393,544-7263781706,Beauty,Fragrance,Yves Saint Laurent,Yves Saint Laurent Elle Eau De Parfum Spray 50ml/1.7oz,1,1,3.38,3.38,1.5548,#############,Standard Class,Philadelphia,United States,Pennsylvania
4597,2/22/2018,6889,60997,544-22275199244,Beauty,Personal Care,Matrix,Matrix Total Results The Re-Bond Strength-Rehab System Conditioner (For Extreme Repair) 300ml/10.1oz,1,4,10.68,10.68,4.0584,#############,Second Class,Philadelphia,United States,Pennsylvania
4598,1/4/2019,6889,60827,544-18420353003,Beauty,Personal Care,Nest,Nest Hand Lotion - Ocean Mist & Sea Salt 300ml/10oz,1,3,17.34,17.34,8.4966,#############,Second Class,Philadelphia,United States,Pennsylvania
4599,1/2/2018,8025,60908,544-21864699244,Beauty,Men,Clé de Peau,"Matrix Total Results Brass Off Blonde Threesome (Softening, Smoothening, Protecting Cream) 150ml/5.1oz",1,4,22.72,22.72,6.5888,#############,Second Class,Philadelphia,United States,Pennsylvania
4600,7/12/2018,8241,60073,544-21743000744,Beauty,Personal Care,Schwarzkopf,Schwarzkopf BC Excellium Q10+ Collagen Plumping Shampoo (For Fine Mature Hair) 1000ml/33.8oz,1,5,60.6,60.6,20.4525,#############,Second Class,Philadelphia,United States,Pennsylvania
4601,12/11/2017,8185,60099,544-21939269444,Beauty,Personal Care,R+Co,R+Co Gemstone Color Shampoo 241ml/8.5oz,1,1,63.94,63.94,24.9366,#############,Standard Class,Denver,United States,Colorado
4602,4/25/2018,5484,60439,544-22396364344,Beauty,Men,Redken,Redken Brews Clay Pomade (Maximum Control / Gritty Finish) 100ml/3.4oz,1,2,33.57,33.568,11.7488,#############,Standard Class,Philadelphia,United States,Pennsylvania
4603,2/21/2018,7924,60617,544-22470283703,Beauty,Personal Care,Lancaster,Lancaster Sun 365 BB Body Cream SPF15 - # Universal Shade 125ml/4.2oz,1,3,19.44,19.44,9.3312,#############,Standard Class,Philadelphia,United States,Pennsylvania
4604,10/30/2018,7924,60554,544-22325783701,Beauty,Skincare,Lancaster,Lancaster Total Age Correction Amplified - Anti-Aging Day Cream & Glow Amplifier SPF15 50ml/1.7oz,1,2,31.92,31.92,2.394,#############,Standard Class,Columbia,United States,Maryland
4605,5/26/2018,8247,62016,544-18149725044,Beauty,Men,Unite,Unite Conundrum Paste (Styling Cream) 57g/2oz,1,2,6.68,6.68,2.004,#############,Standard Class,Columbia,United States,Maryland
4606,1/25/2019,8146,62044,544-18774855803,Beauty,Personal Care,Thymes,Thymes Goldleaf Perfumed Body Wash 270ml/9.25oz,1,6,25.08,25.08,9.0288,#############,Standard Class,Columbia,United States,Maryland
4607,2/28/2019,8252,62129,544-21521055803,Beauty,Personal Care,Thymes,Thymes Olive Leaf Luxurious Bath Soap 170g/6oz,1,5,16.9,16.9,6.253,#############,Second Class,New York City,United States,New York
4608,11/5/2018,7096,55651,544-21919828803,Beauty,Personal Care,Clé de Peau,Crabtree & Evelyn Citron & Coriander Energising Body Lotion 250ml/8.5oz,1,4,34.24,34.236,-26.2476,#############,Second Class,New York City,United States,New York
4609,2/28/2018,7096,53884,544-14883035006,Beauty,Fragrance,Bvlgari,Bvlgari Mon Jasmin Noir L' Eau Exquise Eau De Toilette Spray 75ml/2.5oz,1,2,19.76,19.76,5.928,#############,Standard Class,Newark,United States,Ohio
4610,1/31/2019,7096,62055,544-18779055803,Beauty,Personal Care,Thymes,Thymes Olive Leaf Hand Wash 240ml/8.25oz,1,2,15.96,15.96,7.98,#############,Standard Class,Newark,United States,Ohio
4611,12/5/2017,8253,56028,544-13512692001,Beauty,Skincare,Dr. Hauschka,Dr. Hauschka Melissa Day Cream 30g/1oz,1,7,"2,314.12",2314.116,-1002.7836,#############,Standard Class,Newark,United States,Ohio
4612,11/26/2018,6283,55664,544-21922928803,Beauty,Personal Care,Clé de Peau,Crabtree & Evelyn Lavender & Espresso Calming Body Wash 250ml/8.5oz,1,3,27.36,27.36,-21.888,#############,Second Class,Dallas,United States,Texas
4613,2/20/2019,8258,60338,544-22011777744,Beauty,Men,Shu Uemura,"Shu Uemura Master Wax High Control Workable Cream (Extreme Hold, High Shine Finish) 75g/2.6oz",1,2,11.81,11.808,1.3284,#############,Standard Class,Philadelphia,United States,Pennsylvania
4614,10/30/2018,8258,58181,544-20700166906,Beauty,Fragrance,Miu Miu,Miu Miu Eau De Parfum Spray 30ml/1oz,1,1,9.66,9.656,1.5691,#############,Standard Class,Philadelphia,United States,Pennsylvania
4615,3/6/2019,8258,56141,544-22328800003,Beauty,Personal Care,Elemis,Elemis Sweet Orchid Monoi Body Oil (Salon Size) 200ml/6.7oz,1,4,20.74,20.736,7.2576,#############,First Class,San Antonio,United States,Texas
4616,2/23/2019,8260,61294,544-16970999744,Beauty,Personal Care,It's A 10,It's A 10 Miracle Leave-In Lite 120ml/4oz,1,9,187.06,187.056,11.691,#############,First Class,San Antonio,United States,Texas
4617,2/18/2018,8262,29598,544-22078593401,Beauty,Skincare,Chantecaille,Chantecaille Anti-Pollution Mattifying Cream 40ml/1.3oz,1,4,9.22,9.216,3.3408,#############,Standard Class,Philadelphia,United States,Pennsylvania
4618,9/13/2018,8262,62037,544-18771355803,Beauty,Personal Care,Thymes,Thymes Tupelo Lemongrass Hand Lotion 240ml/8.25oz,1,2,28.05,28.048,3.506,#############,Standard Class,Los Angeles,United States,California
4619,10/6/2018,8262,61518,544-22466199603,Beauty,Personal Care,Yardley London,Yardley London English Freesia Silky Smooth Body Lotion 250ml/8.4oz,1,2,64.96,64.96,21.4368,#############,Standard Class,Los Angeles,United States,California
4620,10/6/2018,8262,61458,544-22442699606,Beauty,Fragrance,Yardley London,Yardley London English Freesia Eau De Toilette Spray 125ml/4.2oz,1,4,30.56,30.56,14.9744,#############,Standard Class,Los Angeles,United States,California
4621,12/2/2018,8265,35459,544-20660980101,Beauty,Skincare,Christian Dior,Christian Dior One Essential Eye Serum Eye Zone Detoxifying Radiance-Boosting Care 15ml/0.5oz,1,6,"1,525.19",1525.188,-2287.782,#############,Standard Class,Smyrna,United States,Tennessee
4622,5/18/2019,7379,29804,544-21548820106,Beauty,Fragrance,Annick Goutal,Annick Goutal Vanille Charnelle Eau De Parfum Spray 75ml/2.5oz,1,5,13.04,13.04,3.912,#############,Standard Class,Smyrna,United States,Tennessee
4623,5/25/2018,8275,52356,544-22282043501,Beauty,Skincare,3W Clinic,3W Clinic Aloe Full Water Activating Emulsion - For Dry to Normal Skin Types 150ml/5oz,1,3,191.06,191.058,-46.3998,#############,Standard Class,Macon,United States,Georgia
4624,5/19/2019,8273,36555,544-11130708701,Beauty,Skincare,Dr Dennis Gross,Dr Dennis Gross Botanical Cleansing Bar 200ml/7oz,1,2,39.98,39.98,1.999,#############,Standard Class,Macon,United States,Georgia
4625,8/12/2018,8283,35015,544-20248809244,Beauty,Men,Billy Jealousy,Billy Jealousy Ruckus Forming Cream (Strong Hold - High Shine) 85g/3oz,1,3,296.37,296.37,80.0199,#############,Second Class,San Francisco,United States,California
4626,12/8/2018,8269,47680,544-9205083402,Beauty,Makeup,Helena Rubinstein,Helena Rubinstein Feline Blacks Eye Pencil - # 01 Black Black/Wild Black 1.05g/0.037oz,1,5,68.95,68.95,28.959,#############,Second Class,San Francisco,United States,California
4627,7/9/2018,8145,34625,544-21411330009,Beauty,Makeup,Tweezerman,Tweezerman Smooth Finish Facial Hair Remover (Studio Collection) - Pink -,1,2,37.3,37.296,-1.0656,#############,Second Class,San Francisco,United States,California
4628,10/16/2018,8145,53461,544-20161027707,Beauty,Personal Care,Apivita,Apivita Total Protection Toothpaste With Spearmint & Propolis 75ml/2.53oz,1,2,8.54,8.544,-7.476,#############,Second Class,San Francisco,United States,California
4629,1/28/2018,1188,57532,544-18151114303,Beauty,Personal Care,Mama Mio,Mama Mio Keep Calm Nipple Balm 30ml/1oz,1,6,"1,979.70",1979.7,653.301,#############,Standard Class,Seattle,United States,Washington
4630,12/3/2018,1188,38161,544-21990418101,Beauty,Skincare,HydroPeptide,"HydroPeptide Miracle Mask - Lift, Glow, Firm 15ml/0.5oz",1,6,62.1,62.1,29.808,#############,Standard Class,Columbus,United States,Ohio
4631,4/4/2018,7793,34211,544-20481731009,Beauty,Makeup,Giorgio Armani,Giorgio Armani Maestro Blush Brush 3 -,1,10,"2,275.50",2275.5,386.835,#############,Standard Class,Columbus,United States,Ohio
4632,3/4/2018,8309,35011,544-20978509244,Beauty,Men,Billy Jealousy,Billy Jealousy Headlock Molding Cream (Strong Hold - Matte Finish) 85g/3oz,1,3,18.9,18.9,8.694,#############,Second Class,Los Angeles,United States,California
4633,3/29/2018,8310,34984,544-20178231914,Beauty,Makeup,Billion Dollar Brows,"Billion Dollar Brows Glitter Brows Gel Set: 2x Glitter Brows Gel (Stardust, Pixie) 2x3ml/0.1oz",1,2,4.08,4.08,1.9176,#############,Second Class,Los Angeles,United States,California
4634,1/25/2019,6995,35352,544-15449111103,Beauty,Personal Care,Caswell Massey,Caswell Massey Lavender Body Butter 240g/8oz,1,8,543.92,543.92,135.98,#############,Standard Class,Springfield,United States,Ohio
4635,7/5/2018,8325,37064,544-22017269544,Beauty,Men,Esquire Grooming,"Esquire Grooming The Textured Gel (Medium Hold, High Shine) 237ml/8oz",1,1,14.89,14.89,4.0203,#############,Standard Class,Springfield,United States,Ohio
4636,3/7/2019,8332,58350,544-14941904144,Beauty,Personal Care,Philip Kingsley,"Philip Kingsley Elasticizer Extreme Pre Shampoo Treatment (For Over Processed, Porous Hair) 150ml/5.07oz",1,2,89.57,89.568,32.4684,#############,Standard Class,Springfield,United States,Ohio
4637,1/26/2018,8156,38153,544-21991418101,Beauty,Personal Care,HydroPeptide,HydroPeptide Solar Defense Non-Tinted Broad Spectrum SPF 50 50ml/1.7oz,1,8,50.4,50.4,23.184,#############,Standard Class,Springfield,United States,Ohio
4638,10/1/2018,8003,38382,544-18499453703,Beauty,Personal Care,Kai,Kai Body Butter 181g/6.4oz,1,1,51.59,51.588,-15.4764,#############,Standard Class,Springfield,United States,Ohio
4639,3/2/2019,8352,59097,544-22210654603,Beauty,Personal Care,Thierry Mugler,Thierry Mugler (Mugler) Alien Beautifying Body Lotion 200ml/6.8oz,1,1,4.46,4.464,0.3348,#############,Standard Class,Springfield,United States,Ohio
4640,1/18/2018,4194,56131,544-22248200006,Beauty,Fragrance,Elemis,Elemis Life Elixirs Embrace Perfume Oil 8.5ml/0.2oz,1,6,182.11,182.112,61.4628,#############,Standard Class,Springfield,United States,Ohio
4641,9/28/2018,8356,34961,544-21350900202,Beauty,Makeup,Benefit,Benefit The Porefessional Pro Balm to Minimize the Appearance of Pores (Value Size) 44ml/1.5oz,1,5,966.7,966.7,-13.81,#############,Standard Class,Springfield,United States,Ohio
4642,3/2/2018,8327,57430,544-21747051144,Beauty,Personal Care,L'Oreal,L'Oreal Professionnel Serie Expert - Silver Magnesium Neutralising Shampoo 500ml/16.9oz,1,4,163.96,163.96,80.3404,#############,Standard Class,Springfield,United States,Ohio
4643,7/25/2018,8327,54843,544-22415110803,Beauty,Personal Care,BY TERRY,By Terry Baume De Rose Body Scrub 180g/6.34oz,1,2,17.9,17.904,6.2664,#############,Second Class,Los Angeles,United States,California
4644,10/4/2018,8284,34128,544-22202499344,Beauty,Personal Care,Davines,Davines Love Lovely Curl Enhancing Taming Shampoo (For Wavy or Curly Hair) 250ml/8.45oz,1,3,89.99,89.991,-152.9847,#############,Second Class,Los Angeles,United States,California
4645,9/14/2018,8360,36215,544-13014519103,Beauty,Personal Care,Cowshed,Cowshed Knackered Cow Relaxing Body Lotion 300ml/10.15oz,1,8,9.55,9.552,-7.3232,#############,Second Class,Los Angeles,United States,California
4646,4/23/2018,8366,36885,544-16039423301,Beauty,Skincare,Eminence,Eminence Radish Seed Refining Peel 30ml/1oz,1,9,21.24,21.24,7.434,#############,Second Class,Los Angeles,United States,California
4647,5/27/2019,8367,36928,544-22048469701,Beauty,Skincare,Epionce,Epionce Renewal Eye Cream - For All Skin Types 15g/0.53oz,1,3,44.4,44.4,22.2,#############,Second Class,Los Angeles,United States,California
4648,11/26/2018,8231,35892,544-17356180102,Beauty,Makeup,Christian Dior,Christian Dior Diorskin Nude Tan Nude Extra Matte Sun Powder (With Kabuki Brush) - # 003 Matte Cinnamon 10g/0.35oz,1,3,15.84,15.84,0,#############,Second Class,Los Angeles,United States,California
4649,2/24/2018,8381,48949,544-19083481444,Beauty,Men,Shiseido,Shiseido Stage Works Spiky Booster 70g/2.3oz,1,3,36.84,36.84,17.3148,#############,Standard Class,Memphis,United States,Tennessee
4650,4/29/2019,8375,48948,544-19083281424,Beauty,Men,Shiseido,Shiseido Stage Works Super Hard Gel 120g/4oz,1,2,6.16,6.16,2.9568,#############,Standard Class,Memphis,United States,Tennessee
4651,11/9/2018,8381,39452,544-17723442001,Beauty,Skincare,Mario Badescu,Mario Badescu Peptide Renewal Cream - For Combination/ Dry/ Sensitive Skin Types 29ml/1oz,1,2,85.52,85.52,22.2352,#############,Second Class,Detroit,United States,Michigan
4652,6/24/2018,8399,54798,544-2497774901,Beauty,Skincare,Cellex-C,Cellex-C Eye Contour Gel 15ml/0.5oz,1,1,13.48,13.48,1.8872,11/4/2018 0:10,Second Class,Detroit,United States,Michigan
4653,4/3/2018,8401,59128,544-18368452701,Beauty,Skincare,UGBang,UGBang UGB Hydro Balancing Skin Toner 100ml/3.38oz,1,4,105.52,105.52,48.5392,11/4/2018 0:16,Second Class,Detroit,United States,Michigan
4654,1/14/2018,8402,53682,544-22572134301,Beauty,Skincare,Babor,Babor Doctor Babor Lifting Cellular Dual Face Lift Serum 2x15ml/1oz,1,6,340.12,340.116,-9.7176,11/4/2018 0:25,Second Class,Detroit,United States,Michigan
4655,1/12/2018,8358,36433,544-19118547201,Beauty,Skincare,Dermaheal,Dermaheal SR - Skin Rejuvenating Solution (Biological Sterilized Solution) 10x5ml/0.17oz,1,5,44.75,44.75,8.5025,11/4/2018 0:51,Standard Class,Lawrence,United States,Indiana
4656,1/18/2018,4285,58947,544-12006483121,Beauty,Men,Sisley,Sisley Sisleyum for Men Anti-Age Global Revitalizer - Dry Skin 50ml/1.7oz,1,4,159.8,159.8,70.312,11/4/2018 0:54,Standard Class,Jacksonville,United States,Florida
4657,1/30/2018,8407,47665,544-5788223701,Beauty,Skincare,La Mer,La Mer Creme De La Mer The Moisturizing Cream 250ml/8.5oz,1,3,715.2,715.2,178.8,11/4/2018 1:02,Standard Class,Dublin,United States,Ohio
4658,12/24/2018,8392,33249,544-22169428906,Beauty,Fragrance,Narciso Rodriguez,Narciso Rodriguez For Her Eau de Parfum Spray (Limited Edition) 75ml/2.5oz,1,4,3.74,3.744,-2.6208,11/4/2018 1:06,Standard Class,Plantation,United States,Florida
4659,11/23/2018,8412,33726,544-21097210021,Beauty,Personal Care,Anthony,Anthony Hand Cream 90ml/3oz,1,7,399.67,399.672,-14.9877,11/4/2018 1:20,Standard Class,Plantation,United States,Florida
4660,1/28/2019,8411,38177,544-16790831303,Beauty,Men,Issey Miyake,Issey Miyake L'Eau d'Issey Pour Homme Soothing After Shave Balm 100ml/3.3oz,1,4,27.92,27.92,8.0968,11/4/2018 1:29,Standard Class,Plantation,United States,Florida
4661,5/2/2018,8434,39027,544-14881317644,Beauty,Men,Lanza,Lanza Healing Style Sculpt Dry Clay 100ml/3.4oz,1,5,406.6,406.6,113.848,11/4/2018 2:12,Standard Class,Glendale,United States,Arizona
4662,3/25/2018,8441,39064,544-21817524702,Beauty,Makeup,Laura Mercier,Laura Mercier Exotique Face Illuminator 14.5g/0.5oz,1,4,32.36,32.36,11.6496,11/4/2018 2:22,Second Class,Jackson,United States,Michigan
4663,10/28/2018,8437,48988,544-20676281444,Beauty,Personal Care,Shiseido,Shiseido The Hair Care Future Sublime Total Scalp Care Serum (Hair Lacking Density) 125ml/4.2oz,1,4,52.44,52.44,24.1224,11/4/2018 2:29,Standard Class,Quincy,United States,Massachusetts
4664,6/20/2018,8461,52343,544-22280743501,Beauty,Skincare,3W Clinic,3W Clinic Premium Placenta Intensive Essence 50ml/1.7oz,1,1,3.89,3.89,1.0114,11/4/2018 2:40,Standard Class,Quincy,United States,Massachusetts
4665,3/16/2018,8342,53343,544-19895411844,Beauty,Personal Care,AlfaParf,AlfaParf Precious Nature Today's Special Mask (For Colored Hair) 500ml/17.64oz,1,3,167.94,167.94,82.2906,11/4/2018 3:23,Standard Class,Salem,United States,Oregon
4666,7/14/2018,8447,53497,544-21392027703,Beauty,Personal Care,Apivita,Apivita Rose Pepper Shower Gel with Essential Oils 300ml/10.14oz,1,2,11.76,11.76,5.7624,11/4/2018 3:24,Standard Class,Salem,United States,Oregon
4667,3/10/2019,8336,53656,544-22315334301,Beauty,Skincare,Babor,Babor SeaCreation The Serum 50ml/1.68oz,1,3,21.86,21.864,3.5529,11/4/2018 4:18,Standard Class,Salem,United States,Oregon
4668,11/11/2018,8469,56105,544-21416208701,Beauty,Skincare,Dr Dennis Gross,Dr Dennis Gross C + Collagen Deep Cream 50ml/1.7oz,1,4,46.69,46.688,-2.918,11/4/2018 4:31,Standard Class,Salem,United States,Oregon
4669,10/11/2018,8494,56121,544-22200439506,Beauty,Fragrance,Dolce & Gabbana,Dolce & Gabbana Dolce Garden Eau De Parfum Spray 50ml/1.6oz,1,1,200.8,200.795,-22.948,11/4/2018 9:48,Standard Class,Salem,United States,Oregon
4670,10/2/2018,8496,56408,544-7110874401,Beauty,Skincare,Juvena,Juvena Pure Refining Peeling 100ml/3.4oz,1,2,2.92,2.92,-4.818,#############,Standard Class,Salem,United States,Oregon
4671,2/13/2018,8497,58281,544-10229404109,Beauty,Personal Care,Philip Kingsley,Philip Kingsley Small Handle Comb (For Medium Long or Curly Hair) -,1,3,196.78,196.776,14.7582,#############,Standard Class,Salem,United States,Oregon
4672,12/23/2017,8499,58214,544-22450678506,Beauty,Fragrance,Michael Kors,Michael Kors Sexy Ruby Eau De Parfum Spray 100ml/3.4oz,1,3,45.53,45.528,15.9348,#############,Standard Class,Salem,United States,Oregon
4673,5/16/2018,8500,59003,544-16622700744,Beauty,Personal Care,Schwarzkopf,Schwarzkopf BC Scalp Therapy Sensitive Soothe Shampoo (For Dry or Sensitive Scalps) 1000ml/33.8oz,1,5,35.2,35.2,16.544,#############,Standard Class,Troy,United States,Ohio
4674,5/13/2018,7006,59094,544-22201954606,Beauty,Fragrance,Thierry Mugler,Thierry Mugler (Mugler) Aura Eau de Parfum Refillable Spray 90ml/3oz,1,2,33.57,33.568,-5.4548,#############,Standard Class,Troy,United States,Ohio
4675,4/29/2019,7006,59065,544-22128369944,Beauty,Personal Care,The Organic Pharmacy,The Organic Pharmacy Jasmine High Gloss Shampoo (For All Hair Types) 200ml/6.76oz,1,2,10.56,10.56,4.752,#############,Standard Class,Philadelphia,United States,Pennsylvania
4676,10/7/2018,7006,59015,544-22117769901,Beauty,Skincare,The Organic Pharmacy,The Organic Pharmacy Rose & Chamomile Cleansing Milk - For Sensitive Skin 100ml/3.3oz,1,6,38.88,38.88,18.6624,#############,Standard Class,Philadelphia,United States,Pennsylvania
4677,5/13/2018,8516,47682,544-9205683301,Beauty,Skincare,La Prairie,La Prairie Anti Aging Day Cream SPF 30 50ml/1.7oz,1,2,99.37,99.372,-7.098,#############,Standard Class,San Diego,United States,California
4678,12/15/2018,8189,32382,544-15649923105,Beauty,Men,Byredo,Byredo Baudelaire Eau De Parfum Spray 100ml/3.4oz,1,2,107.65,107.648,33.64,#############,Standard Class,Clinton,United States,Maryland
4679,4/10/2018,8520,37762,544-19628680701,Beauty,Skincare,Guerlain,Guerlain Orchidee Imperiale Exceptional Complete Care The Night Detoxifying Essence 125ml/4oz,1,3,182.91,182.91,53.0439,#############,Standard Class,Clinton,United States,Maryland
4680,12/16/2018,8536,38568,544-20954723701,Beauty,Skincare,La Mer,La Mer The Cleansing Micellar Water 200ml/6.7oz,1,4,49.12,49.12,23.0864,#############,Standard Class,Clinton,United States,Maryland
4681,12/5/2017,8538,58963,544-14750783103,Beauty,Personal Care,Sisley,Sisley Sisleya Anti-Aging Concentrate Firming Body Care 150ml/5.2oz,1,5,249.95,249.95,19.996,#############,Standard Class,Clinton,United States,Maryland
4682,3/18/2019,4648,59491,544-20264481705,Beauty,Men,Yves Saint Laurent,Yves Saint Laurent L'Homme Ultime Eau De Parfum Spray 60ml/2oz,1,3,43.5,43.5,10.875,#############,Standard Class,Clinton,United States,Maryland
